INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.,,,,,,
Tested and provided by,Ed Everett,,,,,,
Execution date/time, 2025/02/08 18:12:51,,,,,,
AlgTestJClient version, 1.8.2,,,,,,
AlgTest applet version, 1.8.2_jc304,,,,,,
Used reader, ACS ACR39U ICC Reader 00 00,,,,,,
Card ATR, 3b 69 00 02 41 43 4f 53 4a 76 32 30 37,,,,,,
Card name, ACS ACOSJ-G 95K v2.0.7 Combi,,,,,,
Card provider,https://www.smartcardfocus.com/shop/ilp/id~862/acosj-dual-interface-java-card-95k/p/index.shtml,,,,,,
Used protocol, T=0,,,,,,
High-power mode supported (relevant only to SIM cards according to ETSI 102 221), no,,,,,,
,,,,,,,
JCSystem.getVersion()[Major.Minor],3,,,,,,
JCSystem.isObjectDeletionSupported,yes,,,,,,
JCSystem.MEMORY_TYPE_PERSISTENT,75686B,,,,,,
JCSystem.MEMORY_TYPE_TRANSIENT_RESET,1356B,,,,,,
JCSystem.MEMORY_TYPE_TRANSIENT_DESELECT,2496B,,,,,,
,,,,,,,
JCSystem.getMaxCommitCapacity(),7104B,,,,,,
APDU.getInBlockSize(),1B,,,,,,
APDU.getOutBlockSize(),258B,,,,,,
APDU.getProtocol(),0B,,,,,,
APDU.getNAD(),0B,,,,,,
CPLC, failed to obtain CPLC,,,,,,
GPDATA (Card data), 66 4c 73 4a 06 07 2a 86 48 86 fc 6b 01 60 0c 06 0a 2a 86 48 86 fc 6b 02 02 02 01 63 09 06 07 2a 86 48 86 fc 6b 03 64 0b 06 09 2a 86 48 86 fc 6b 04 02 55 65 0b 06 09 2a 86 48 86 fc 6b 02 01 03 66 0c 06 0a 2b 06 01 04 01 2a 02 6e 01 03,,,,,,
,,,,,,,
algorithm_name, is_supported, time_elapsed, persistent_mem_allocated, ram_deselect_allocated, ram_reset_allocated,,
,,,,,,,
SIG_CIPHER_EDDSA PAD_PKCS1 ALG_SHA_224,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1 ALG_SHA3_384,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1 ALG_SHA3_512,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA_224,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA3_384,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_PSS ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA_256,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA_224,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA3_224,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_MD5,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA_224,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA_256,no,,,0.066,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA_512,no,,,0.066,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA3_224,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA_384,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA3_224,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA3_384,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_RFC2409 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA224 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_MD5,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA_384,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA_512,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA256 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA3_384,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA384 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_NULL,no,,,0.066,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_MD5,no,,,0.066,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA_384,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA3_256,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA512 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA_384,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA3_224,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_224 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_MD5,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_256 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA_256,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA3_256,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_384 ALG_SHA3_512,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA_224,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA3_224,no,,,0.067,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA3_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA3_384,no,,,0.066,0,0,0
SIG_CIPHER_EDDSA PAD_PKCS1_OAEP_SHA3_512 ALG_SHA3_512,no,,,0.062,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_NULL,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA,no,,,0.06,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA_256,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA3_384,no,,,0.065,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_2 ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA3_384,no,,,0.063,0,0,0
SIG_CIPHER_EDDSA PAD_ISO9796_MR_SCHEME_3 ALG_SHA3_512,no,,,0.062,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA_256,no,,,0.065,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA_512,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA3_224,no,,,0.063,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA3_384,no,,,0.063,0,0,0
SIG_CIPHER_EDDSAPH PAD_NULL ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA_512,no,,,0.063,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA3_224,no,,,0.065,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_NOPAD ALG_SHA3_512,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA_256,no,,,0.069,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA_384,no,,,0.065,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA_512,no,,,0.066,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA_224,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M1 ALG_SHA3_512,no,,,0.06,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_NULL,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_MD5,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_RIPEMD160,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA_256,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA_384,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA_512,no,,,0.063,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA_224,no,,,0.06,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA3_224,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA3_256,no,,,0.061,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA3_384,no,,,0.064,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_M2 ALG_SHA3_512,no,,,0.06,0,0,0
SIG_CIPHER_EDDSAPH PAD_ISO9797_1_M1_ALG3 ALG_NULL,no,,,0.064,0,0,0
